title,author,pdf_url
Sri Mad Andhra Bhagavathamu Chaturda Panchama Sastiskandamulu,Bammera Pothanamatya Praneethamu,http://www.dli.ernet.in/bitstream/handle/2015/373194/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Machruta Prakasikayukta Sri Bhasyam Chapter 1 Unit 3,"Venkatacharulu,t",http://www.dli.ernet.in/bitstream/handle/2015/491410/SriMachrutaPrakasikayuktaSriBhasyamChapter1Unit3.pdf?sequence=1&isAllowed=y
Sri Mad Andhra Bharathamu,V.v. Ramaswamy Sastrulu,http://www.dli.ernet.in/bitstream/handle/2015/390601/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Ramayanmu-uttara Kandamu-part2,P.ramachandrudu,http://www.dli.ernet.in/bitstream/handle/2015/387048/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Valmiki Ramanopanyasamulu,N.subramanyam Sarma,http://www.dli.ernet.in/bitstream/handle/2015/390603/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Andhra Mahabhagavathamu Dasama Akadasa Dwadasa Skandhmu,Pottana,http://www.dli.ernet.in/bitstream/handle/2015/373197/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Valmiki Ramanopanyasamulu,N.subramanyam Sarma,http://www.dli.ernet.in/bitstream/handle/2015/395731/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Bagavathamu,Kondepudu Subba Rao,http://www.dli.ernet.in/bitstream/handle/2015/387031/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Machrutarprakasika Yukta Sri Bhasyam Chapter 2 Unit 1,"Venkatacharulu,t",http://www.dli.ernet.in/bitstream/handle/2015/491411/SriMachrutarprakasikaYuktaSriBhasyamChapter2Unit1.pdf?sequence=1&isAllowed=y
Sri Mad Andhra Maha Baratha Shilpa Kala Darshanamu Vol-2,Dr .shobirala Satyanarayana,http://www.dli.ernet.in/bitstream/handle/2015/387056/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Andhra Maha Baratha Shilpa Kala Darshanamu-vol4,Dr .shobirala Satyanarayana,http://www.dli.ernet.in/bitstream/handle/2015/392472/SRI-MAD.pdf?sequence=1&isAllowed=y
Sri Mad Andhra Maha Baratha Shilpa Kala Darshanamu-vol4,Dr .shobirala Satyanarayana,http://www.dli.ernet.in/bitstream/handle/2015/390701/SRI-MAD.pdf?sequence=1&isAllowed=y
Sri Mad Andhra Maha Baratha Shilpa Kala Darshanamu Vol-2,Dr .shobirala Satyanarayana,http://www.dli.ernet.in/bitstream/handle/2015/395729/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Andhra Maha Baratha Shilpa Kala Darshanamu Vol-2,Dr .shobirala Satyanarayana,http://www.dli.ernet.in/bitstream/handle/2015/390602/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Valmiki Ramayanamu,Dr.m.srinivasarao,http://www.dli.ernet.in/bitstream/handle/2015/384940/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Madadhyatma Ramayanamu,Kotamaraju Nagayyamathya,http://www.dli.ernet.in/bitstream/handle/2015/373249/Sri-Madadhyatma.pdf?sequence=1&isAllowed=y
Sri Madandarbagavathamu Vol-1,Sri Rama Nurushimamruthi,http://www.dli.ernet.in/bitstream/handle/2015/387021/Sri-Madandarbagavathamu.pdf?sequence=1&isAllowed=y
Sri Mad Valmiki Ramayanamu,Dr.m.srinivasarao,http://www.dli.ernet.in/bitstream/handle/2015/392500/SRI-MAD.pdf?sequence=1&isAllowed=y
Sri Madamdhra Nargha Raghavamu,B Vijaya Ramaiah,http://www.dli.ernet.in/bitstream/handle/2015/497709/Sri-Madamdhra.pdf?sequence=1&isAllowed=y
Sri Madana Gopala Shatakamu,Meka Bapanna,http://www.dli.ernet.in/bitstream/handle/2015/395734/Sri-Madana.pdf?sequence=1&isAllowed=y
Sri Madakondadivatha Achlaprabhodhasudhanedhi,Shivaramadas,http://www.dli.ernet.in/bitstream/handle/2015/329295/Sri-Madakondadivatha.pdf?sequence=1&isAllowed=y
"Sri Madadra Bagavathamu--akadasha ,dwadasha",Devarajasudi,http://www.dli.ernet.in/bitstream/handle/2015/387020/Sri-Madadra.pdf?sequence=1&isAllowed=y
Sri Madabagavatageeta,Chadulavada Sundara Ramasastry,http://www.dli.ernet.in/bitstream/handle/2015/373518/Sri-Madabagavatageeta.pdf?sequence=1&isAllowed=y
Sri Mad Valmiki Ramayanamu,Dr.m.srinivasarao,http://www.dli.ernet.in/bitstream/handle/2015/387058/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Mad Valmiki Ramayanamu,Dr.m.srinivasarao,http://www.dli.ernet.in/bitstream/handle/2015/395732/Sri-Mad.pdf?sequence=1&isAllowed=y
Sri Madandhra Maha Bharatham Samputam 7,Vyasa,http://www.dli.ernet.in/bitstream/handle/2015/329308/Sri-Madandhra.pdf?sequence=1&isAllowed=y
Sri Madandhra Mahabhagavathamu-andhra Vachanmu,Devaraja Sudheemani,http://www.dli.ernet.in/bitstream/handle/2015/389743/SRI-MADANDHRA.pdf?sequence=1&isAllowed=y
Sri Madandhramababharathamu Bhishma Parvamu,Tikkana Somayaji,http://www.dli.ernet.in/bitstream/handle/2015/373160/Sri-Madandhramababharathamu.pdf?sequence=1&isAllowed=y
Sri Madandhra Mahabhagavathamu Sapthama Ashtama Navama Skandamulu,Bammera Pothanamatya,http://www.dli.ernet.in/bitstream/handle/2015/373177/Sri-Madandhra.pdf?sequence=1&isAllowed=y
Sri Madandhra Geya Mahbhagavatamu,Sri_madiraju_laxminarasimhakavi_krutamu,http://www.dli.ernet.in/bitstream/handle/2015/329297/Sri-Madandhra.pdf?sequence=1&isAllowed=y
Sri Madandhra Mahabharathamu Nalgova Samputam Beeshma Drona Parvamu,Vyasa,http://www.dli.ernet.in/bitstream/handle/2015/329299/Sri-Madandhra.pdf?sequence=1&isAllowed=y
Sri Madandhra Maha Bhagavathamu Sompurna Prathi,T Malliah,http://www.dli.ernet.in/bitstream/handle/2015/329298/Sri-Madandhra.pdf?sequence=1&isAllowed=y
Sri Madandhra Champubhagavathamu,Sathyavolu Somasundara Kavi,http://www.dli.ernet.in/bitstream/handle/2015/373187/Sri-Madandhra.pdf?sequence=1&isAllowed=y
Sri Madandhra Bhagavadgita,"Subrahamanyam, E.v",http://www.dli.ernet.in/bitstream/handle/2015/391251/Sri-Madandhra.pdf?sequence=1&isAllowed=y
Sri Madandhra Bhagavathamu Dhamaskandamu Uttarabhagamu Ekadasha Dwadasha Skandamulu,Bammera Pothana,http://www.dli.ernet.in/bitstream/handle/2015/329296/Sri-Madandhra.pdf?sequence=1&isAllowed=y
Sri Madandra Champucharathamu,A.subramanya Kavi,http://www.dli.ernet.in/bitstream/handle/2015/392477/SRI-MADANDRA.pdf?sequence=1&isAllowed=y
Sri Madandra Bhagavadgeetha,Sri B.swami Kavi,http://www.dli.ernet.in/bitstream/handle/2015/392475/SRI-MADANDRA.pdf?sequence=1&isAllowed=y
Sri Madandra Kirathargniyamu,B.vijaya Ramaiah,http://www.dli.ernet.in/bitstream/handle/2015/387045/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Brahma Vaivartha Maha Puranamu-uttarardamu,M.subbaraya Guptha,http://www.dli.ernet.in/bitstream/handle/2015/387025/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Githagovinda Kavyamu,Challa Pichayaarya,http://www.dli.ernet.in/bitstream/handle/2015/387028/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Bhagavadgeetha,Sri B.swami Kavi,http://www.dli.ernet.in/bitstream/handle/2015/390707/SRI-MADANDRA.pdf?sequence=1&isAllowed=y
Sri Madandra Barathamu Satayadi Saptakamu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/329300/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Bagavathamu-volume-5,Sri Rama Narasimha Murthy Nau Kavuku,http://www.dli.ernet.in/bitstream/handle/2015/390703/SRI-MADANDRA.pdf?sequence=1&isAllowed=y
Sri Madandra Bagavathamu-volume-5,Sri Rama Narasimha Murthy Nau Kavuku,http://www.dli.ernet.in/bitstream/handle/2015/392474/SRI-MADANDRA.pdf?sequence=1&isAllowed=y
Sri Madandra Tulasi Ramayanamu,Sri Swami Avyayananda,http://www.dli.ernet.in/bitstream/handle/2015/387029/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Vaivartha Mahapuranamu-prakruti Kandamu,Mattupalli Sivasubbaraya Guptha,http://www.dli.ernet.in/bitstream/handle/2015/392476/SRI-MADANDRA.pdf?sequence=1&isAllowed=y
Sri Madandra Vachanaramayanamu Uttarakandam,Saraswathula Subbarashasthri,http://www.dli.ernet.in/bitstream/handle/2015/329301/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Tulasi Ramayanamu,Sri Swami Avyayananda,http://www.dli.ernet.in/bitstream/handle/2015/395736/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Brahma Vaivartha Maha Puranamu-uttarardamu,M.subbaraya Guptha,http://www.dli.ernet.in/bitstream/handle/2015/395735/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Mahabharathamu,,http://www.dli.ernet.in/bitstream/handle/2015/373657/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Kirathargniyamu,B.vijaya Ramaiah,http://www.dli.ernet.in/bitstream/handle/2015/389228/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Maha Bharata Shilpakaladarshanamu,Dr.shobhirala Satyanarayana,http://www.dli.ernet.in/bitstream/handle/2015/386830/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madandra Tulasi Ramayanamu,Sri Swami Avyayananda,http://www.dli.ernet.in/bitstream/handle/2015/392479/SRI-MADANDRA.pdf?sequence=1&isAllowed=y
Sri Madandrabhagavathamu -samputam -1,Sri Ramanrusimhamurthi,http://www.dli.ernet.in/bitstream/handle/2015/387022/Sri-Madandrabhagavathamu.pdf?sequence=1&isAllowed=y
Sri Madbhagavadgeeta Sri Shankara Bhashyam Yadathatham-part Ii,Sri Sadananda Bharati,http://www.dli.ernet.in/bitstream/handle/2015/387033/Sri-Madbhagavadgeeta.pdf?sequence=1&isAllowed=y
Sri Madbagavathgeetha Madanamu-sri Mahabagavatha Navneethamu Vol-2,M.narasimham,http://www.dli.ernet.in/bitstream/handle/2015/395730/Sri-Madbagavathgeetha.pdf?sequence=1&isAllowed=y
Sri Madbagavathgeetha Madanamu-sri Mahabagavatha Navneethamu Vol-2,M.narasimham,http://www.dli.ernet.in/bitstream/handle/2015/387057/Sri-Madbagavathgeetha.pdf?sequence=1&isAllowed=y
Sri Madandra Kirathargniyamu,B.vijaya Ramaiah,http://www.dli.ernet.in/bitstream/handle/2015/393539/Sri-Madandra.pdf?sequence=1&isAllowed=y
Sri Madbagavatgeeta Mananamu,K.ramachandra Rao,http://www.dli.ernet.in/bitstream/handle/2015/395739/Sri-Madbagavatgeeta.pdf?sequence=1&isAllowed=y
Sri Madbagavathgeetha Madanamu-sri Mahabagavatha Navneethamu Vol-2,M.narasimham,http://www.dli.ernet.in/bitstream/handle/2015/392481/SRI-MADBAGAVATHGEETHA.pdf?sequence=1&isAllowed=y
Sri Madayana Kishada Kandam,S.radtha Krishanamurthi,http://www.dli.ernet.in/bitstream/handle/2015/387053/Sri-Madayana.pdf?sequence=1&isAllowed=y
Sri Madbagavad Geetharahasyamu,Sri Balagangadhara Tilak,http://www.dli.ernet.in/bitstream/handle/2015/391252/Sri-madbagavad.pdf?sequence=1&isAllowed=y
Sri Madaruna Chalashtakamu,Ramana Maharshi,http://www.dli.ernet.in/bitstream/handle/2015/394901/Sri-Madaruna.pdf?sequence=1&isAllowed=y
Sri Madandrabhagavathamu -samputam -3,Sri Ramanrusimhamurthi,http://www.dli.ernet.in/bitstream/handle/2015/387023/Sri-Madandrabhagavathamu.pdf?sequence=1&isAllowed=y
Sri Madbhagavadhitha Mananamu,Sri.kamaraju Gadda Ramachandrarao,http://www.dli.ernet.in/bitstream/handle/2015/387035/Sri-Madbhagavadhitha.pdf?sequence=1&isAllowed=y
Sri Madbhagavadgeeta Sri Shankara Bhashyam Yadathatham-part Ii,Sri Sadananda Bharati,http://www.dli.ernet.in/bitstream/handle/2015/392484/SRI-MADBHAGAVADGEETA.pdf?sequence=1&isAllowed=y
Sri Madbhagavadhitha Mananamu,Sri.kamaraju Gadda Ramachandrarao,http://www.dli.ernet.in/bitstream/handle/2015/392485/SRI-MADBHAGAVADHITHA.pdf?sequence=1&isAllowed=y
Sri Madbhagavata Maha Puranamu Part Iii No 6 7,P Radha Krishna Murthy,http://www.dli.ernet.in/bitstream/handle/2015/497712/Sri-Madbhagavata.pdf?sequence=1&isAllowed=y
Sri Madbhagavadgita Mananamu,Kamaraju Gadda Ramachandra Rao,http://www.dli.ernet.in/bitstream/handle/2015/387037/Sri-Madbhagavadgita.pdf?sequence=1&isAllowed=y
Sri Madbhagavadgeeta Sri Shankara Bhashyam Yadathatham-parti,Sri Sadananda Bharati,http://www.dli.ernet.in/bitstream/handle/2015/395740/Sri-Madbhagavadgeeta.pdf?sequence=1&isAllowed=y
Sri Madbhagavadgeeta Sri Shankara Bhashyam Yadathatham-parti,Sri Sadananda Bharati,http://www.dli.ernet.in/bitstream/handle/2015/387032/Sri-Madbhagavadgeeta.pdf?sequence=1&isAllowed=y
Sri Madbhagavadgita Mananamu,Kamaraju Gadda Ramachandra Rao,http://www.dli.ernet.in/bitstream/handle/2015/389224/Sri-Madbhagavadgita.pdf?sequence=1&isAllowed=y
Sri Madbhagavata Prakashamu Truthiya Skandhamu - Vol - 4,A.krishnama Charya,http://www.dli.ernet.in/bitstream/handle/2015/387036/Sri-Madbhagavata.pdf?sequence=1&isAllowed=y
Sri Madbhagavathadgeetha,Eswar Satyanarayana Sarma,http://www.dli.ernet.in/bitstream/handle/2015/395741/Sri-Madbhagavathadgeetha.pdf?sequence=1&isAllowed=y
Sri Madbhagavathadgeetha,Eswar Satyanarayana Sarma,http://www.dli.ernet.in/bitstream/handle/2015/392486/SRI-MADBHAGAVATHADGEETHA.pdf?sequence=1&isAllowed=y
Sri Madbhagavathadgeetha,Eswar Satyanarayana Sarma,http://www.dli.ernet.in/bitstream/handle/2015/387040/Sri-Madbhagavathadgeetha.pdf?sequence=1&isAllowed=y
Sri Madbhagavata Prakashamu Truthiya Skandhamu - Vol - 4,A.krishnama Charya,http://www.dli.ernet.in/bitstream/handle/2015/393534/Sri-Madbhagavata.pdf?sequence=1&isAllowed=y
Sri Madbhagavatha Mahatyamu,Kapilavai Lingamurthi,http://www.dli.ernet.in/bitstream/handle/2015/393536/Sri-Madbhagavatha.pdf?sequence=1&isAllowed=y
Sri Madbhagavatha Mahatyamu,Kapilavai Lingamurthi,http://www.dli.ernet.in/bitstream/handle/2015/389225/Sri-Madbhagavatha.pdf?sequence=1&isAllowed=y
Sri Madbhagavatha Mahatyamu,Kapilavai Lingamurthi,http://www.dli.ernet.in/bitstream/handle/2015/387041/Sri-Madbhagavatha.pdf?sequence=1&isAllowed=y
Sri Madbhagavata Prakashamu Truthiya Skandhamu - Vol - 4,A.krishnama Charya,http://www.dli.ernet.in/bitstream/handle/2015/390606/Sri-Madbhagavata.pdf?sequence=1&isAllowed=y
Sri Madh Venkateswara Ramayanamu Aranya Kishkindha Kamdalu - Part.2,Venkata Sastry.vedula,http://www.dli.ernet.in/bitstream/handle/2015/391258/Sri-Madh.pdf?sequence=1&isAllowed=y
Sri Madbhagavata Prakashamu Truthiya Skandhamu - Vol - 4,A.krishnama Charya,http://www.dli.ernet.in/bitstream/handle/2015/389223/Sri-Madbhagavata.pdf?sequence=1&isAllowed=y
Sri Madhandara Bagavatham,Bramera Pothana,http://www.dli.ernet.in/bitstream/handle/2015/329304/Sri-Madhandara.pdf?sequence=1&isAllowed=y
Sri Madh Bagavadhigitha Vijnna Deepika,"Sivarama Krishna Murthy,a.",http://www.dli.ernet.in/bitstream/handle/2015/391256/Sri-Madh.pdf?sequence=1&isAllowed=y
Sri Maddyatma Ramayanam,Valmeki,http://www.dli.ernet.in/bitstream/handle/2015/329302/Sri-Maddyatma.pdf?sequence=1&isAllowed=y
Sri Madbhagvatamu,Sri Vedavyasa Maharshi,http://www.dli.ernet.in/bitstream/handle/2015/329524/Sri-Madbhagvatamu.pdf?sequence=1&isAllowed=y
Sri Madbhagvadgita Mataramu,Sri_bapati_hanumantharao,http://www.dli.ernet.in/bitstream/handle/2015/330315/Sri-Madbhagvadgita.pdf?sequence=1&isAllowed=y
"Sri Madbhagavathamu (akadasha,dvadasha)",Sri Bammera Potharaju,http://www.dli.ernet.in/bitstream/handle/2015/389714/SRI-MADBHAGAVATHAMU.pdf?sequence=1&isAllowed=y
Sri Maddwedhanthadesika Virachithamaina Dayashethakam,Koliyalam Shetakopacharyulu,http://www.dli.ernet.in/bitstream/handle/2015/329675/Sri-Maddwedhanthadesika.pdf?sequence=1&isAllowed=y
Sri Madbhagavadgita Mananamu,Kamaraju Gadda Ramachandra Rao,http://www.dli.ernet.in/bitstream/handle/2015/393535/Sri-Madbhagavadgita.pdf?sequence=1&isAllowed=y
Sri Madbhagavathamu,Karidehal Venkat Rao,http://www.dli.ernet.in/bitstream/handle/2015/392487/SRI-MADBHAGAVATHAMU.pdf?sequence=1&isAllowed=y
Sri Madhandra Bhagavathamu Thrutiya Skandamu,Bammera Pothanamathyudu,http://www.dli.ernet.in/bitstream/handle/2015/373173/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Bhagavathamu Laghutika Sahithyamu Pradhama Samputam 1 7 Skandhamulu,Bammera Pothana Mathyudu,http://www.dli.ernet.in/bitstream/handle/2015/373189/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Bhagavathamu,Bammera Pothana,http://www.dli.ernet.in/bitstream/handle/2015/373548/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madbhagavathadgeetha,Eswar Satyanarayana Sarma,http://www.dli.ernet.in/bitstream/handle/2015/384942/Sri-Madbhagavathadgeetha.pdf?sequence=1&isAllowed=y
Sri Madbhagavata Maha Puranamu Part Iv No 7 8,P Radha Krishna Murthy,http://www.dli.ernet.in/bitstream/handle/2015/497711/Sri-Madbhagavata.pdf?sequence=1&isAllowed=y
Sri Madhandhra Vachana Ramayanamu Balakandam,Saraswathula Subbaraya Sharma,http://www.dli.ernet.in/bitstream/handle/2015/329307/Sri-Madhandhra.pdf?sequence=1&isAllowed=y
Sri Madhandhra Vachana Ramayanam Kishkindha Kandha,Saraswathula Subbaraya Sastri,http://www.dli.ernet.in/bitstream/handle/2015/329306/Sri-Madhandhra.pdf?sequence=1&isAllowed=y
Sri Madhandhra Mahabharatham,Lakshminarasimha Sastry,http://www.dli.ernet.in/bitstream/handle/2015/330337/Sri-Madhandhra.pdf?sequence=1&isAllowed=y
Sri Madhandra Maha Bharathamu Edava Samputamu,Nannaya,http://www.dli.ernet.in/bitstream/handle/2015/373542/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandhra Mahabaratham Mudava Samputam,Suryanarayana Thirdulu,http://www.dli.ernet.in/bitstream/handle/2015/329305/Sri-Madhandhra.pdf?sequence=1&isAllowed=y
Sri Madhandra Bharatham Beeshma Drona Parvamulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/372900/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Bharathamu Karna Shalya Soupthika Stree Parvamulu,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/372645/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madbagavathgeetha Madanamu-sri Mahabagavatha Navneethamu Vol-2,M.narasimham,http://www.dli.ernet.in/bitstream/handle/2015/384939/Sri-Madbagavathgeetha.pdf?sequence=1&isAllowed=y
Sri Madhandra Vachana Ramayanam Kishkinda Kanda,Subbaraya Sherma,http://www.dli.ernet.in/bitstream/handle/2015/329310/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Vachana Ramayanamu Ayodya Kandam,Saraswathula Subbaraya Sarma,http://www.dli.ernet.in/bitstream/handle/2015/329311/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Padmapuranamu,Pisupati Subramanya Shasthri,http://www.dli.ernet.in/bitstream/handle/2015/395742/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Maha Bharathamu Shanthi Parvamu 1,Chivukula Subbaramashastry,http://www.dli.ernet.in/bitstream/handle/2015/373130/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Vachana Ramayanamu Suundara Kandamu Vol V,Sri_saraswathula_subba_rama_shastri,http://www.dli.ernet.in/bitstream/handle/2015/329312/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Ragavamu,Rama Nrushimhamurthi,http://www.dli.ernet.in/bitstream/handle/2015/387042/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Padmapuranamu,Pisupati Subramanya Shasthri,http://www.dli.ernet.in/bitstream/handle/2015/387043/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Padmapuranam,Pisupaati Chidhambra Sastri,http://www.dli.ernet.in/bitstream/handle/2015/329309/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Mahabharathamu Udyoga Parvamu,Kavithraya,http://www.dli.ernet.in/bitstream/handle/2015/373118/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhandra Mahabagavatham Mudova Samputam,Brammera Pothana,http://www.dli.ernet.in/bitstream/handle/2015/329632/Sri-Madhandra.pdf?sequence=1&isAllowed=y
Sri Madhnamda Ramayanamu Vol Ii,Udaya Bhaskaramu.r,http://www.dli.ernet.in/bitstream/handle/2015/392846/Sri-Madhnamda.pdf?sequence=1&isAllowed=y
Sri Madhopanishad Bhasyam,Srinivasacharyalu,http://www.dli.ernet.in/bitstream/handle/2015/491412/SriMadhopanishadBhasyam.pdf?sequence=1&isAllowed=y
Sri Madhguru Bagavantham Ekadhasha Sakandamulu,Minnikanti Gurunatham Sharma,http://www.dli.ernet.in/bitstream/handle/2015/329315/Sri-Madhguru.pdf?sequence=1&isAllowed=y
Sri Madhra Hasyathrayasaaram,Sri Bhashyam Srinivasacharyya,http://www.dli.ernet.in/bitstream/handle/2015/385998/Sri-Madhra.pdf?sequence=1&isAllowed=y
Sri Madhbagavathgeetha Rahasyamu Karmayoga Shastramu,Sri Bala Gangadhaer Tilak,http://www.dli.ernet.in/bitstream/handle/2015/373546/Sri-Madhbagavathgeetha.pdf?sequence=1&isAllowed=y
Sri Madhguru Bhabavatham Ekadhasha Dhwadhasha Skandhamulu,Minnikantti Gurunatha Sharma,http://www.dli.ernet.in/bitstream/handle/2015/329316/Sri-Madhguru.pdf?sequence=1&isAllowed=y
Sri Madhavaacharya Vidhyaranya Swami,M.durga Shamkara Mattyullu,http://www.dli.ernet.in/bitstream/handle/2015/395743/Sri-Madhavaacharya.pdf?sequence=1&isAllowed=y
Sri Madhavaacharya Vidhyaranya Swami,M.durga Shamkara Mattyullu,http://www.dli.ernet.in/bitstream/handle/2015/390607/Sri-Madhavaacharya.pdf?sequence=1&isAllowed=y
Sri Madhanrdra Bagavatham Sapthama Skandham,Not Available,http://www.dli.ernet.in/bitstream/handle/2015/329313/Sri-Madhanrdra.pdf?sequence=1&isAllowed=y
"Sri Madndra Dyathmaramayanamu (ayodya Kanda,padya Kavyamu)",V.janakeerama,http://www.dli.ernet.in/bitstream/handle/2015/389221/Sri-Madndra.pdf?sequence=1&isAllowed=y
"Sri Madndra Dyathmaramayanamu (ayodya Kanda,padya Kavyamu)",V.janakeerama,http://www.dli.ernet.in/bitstream/handle/2015/389222/Sri-Madndra.pdf?sequence=1&isAllowed=y
Sri Madhrandhra Harikathamrutha Saram,M.jayatheertha_charlu,http://www.dli.ernet.in/bitstream/handle/2015/385355/SriMadhrandhraHarikathamruthaSaram.pdf?sequence=1&isAllowed=y
Sri Madhramayanamu,Valimiki,http://www.dli.ernet.in/bitstream/handle/2015/393537/Sri-Madhramayanamu.pdf?sequence=1&isAllowed=y
Sri Madhvalmeeki Ramayanam Ayodhya Kandamu( Katha Mariyu Antarardhamu),Dr.mailavarapu Srinivasa Rao,http://www.dli.ernet.in/bitstream/handle/2015/387054/Sri-Madhvalmeeki.pdf?sequence=1&isAllowed=y
Sri Madhavacharya Vidyaranya,Sri Padha Kameswararao,http://www.dli.ernet.in/bitstream/handle/2015/373502/Sri-Madhavacharya.pdf?sequence=1&isAllowed=y
Sri Madhramayanamu,Valimiki,http://www.dli.ernet.in/bitstream/handle/2015/389226/Sri-Madhramayanamu.pdf?sequence=1&isAllowed=y
Sri Madhramayanamu,Valimiki,http://www.dli.ernet.in/bitstream/handle/2015/387044/Sri-Madhramayanamu.pdf?sequence=1&isAllowed=y
Sri Madhraha Sathaya Saram,,http://www.dli.ernet.in/bitstream/handle/2015/385354/Sri-Madhraha.pdf?sequence=1&isAllowed=y
Sri Madhraha Sathaya Saram,,http://www.dli.ernet.in/bitstream/handle/2015/497916/Sri-Madhraha.pdf?sequence=1&isAllowed=y
Sri Madnandhra Mahabharathamu Rendova Samputamu Arayna Parvamu,Vemuru Venkarakrishnamashetty,http://www.dli.ernet.in/bitstream/handle/2015/373334/Sri-Madnandhra.pdf?sequence=1&isAllowed=y
"Sri Madndra Dyathmaramayanamu (ayodya Kanda,padya Kavyamu)",V.janakeerama,http://www.dli.ernet.in/bitstream/handle/2015/387026/Sri-Madndra.pdf?sequence=1&isAllowed=y
"Sri Madramayana Makaramdhamu(geya Kavitha)-(bala,ayodhya,aranya,kishandha,sundhara,uddakandhamulu)",S.r.krishna Murthy,http://www.dli.ernet.in/bitstream/handle/2015/389230/Sri-Madramayana.pdf?sequence=1&isAllowed=y
"Sri Madramayana Makaramdhamu(geya Kavitha)-(bala,ayodhya,aranya,kishandha,sundhara,uddakandhamulu)",S.r.krishna Murthy,http://www.dli.ernet.in/bitstream/handle/2015/393540/Sri-Madramayana.pdf?sequence=1&isAllowed=y
"Sri Madramayana Makaramdhamu(geya Kavitha)-(bala,ayodhya,aranya,kishandha,sundhara,uddakandhamulu)",S.r.krishna Murthy,http://www.dli.ernet.in/bitstream/handle/2015/387052/Sri-Madramayana.pdf?sequence=1&isAllowed=y
Sri Madramayana Anthergatha Ayodhya Kandam Andhra Tathparya Saiththam,Chadhalvada Sundr Rama Sastrulu,http://www.dli.ernet.in/bitstream/handle/2015/329317/Sri-Madramayana.pdf?sequence=1&isAllowed=y
Sri Madramaayanamu Yuddakandamu Vol-1,"Sri, P.sriraamachandrudu Garu",http://www.dli.ernet.in/bitstream/handle/2015/392492/SRI-MADRAMAAYANAMU.pdf?sequence=1&isAllowed=y
Sri Madramaayanamu,K. Subbarao,http://www.dli.ernet.in/bitstream/handle/2015/387046/Sri-Madramaayanamu.pdf?sequence=1&isAllowed=y
Sri Madrama Ramayanamu Yuddakandamu Vol  1,Devaraja Suddi Pranitamu,http://www.dli.ernet.in/bitstream/handle/2015/391259/Sri-Madrama.pdf?sequence=1&isAllowed=y
"Sri Madndra Dyathmaramayanamu (ayodya Kanda,padya Kavyamu)",V.janakeerama,http://www.dli.ernet.in/bitstream/handle/2015/393533/Sri-Madndra.pdf?sequence=1&isAllowed=y
"Sri Madndra Dyathmaramayanamu (ayodya Kanda,padya Kavyamu)",V.janakeerama,http://www.dli.ernet.in/bitstream/handle/2015/393532/Sri-Madndra.pdf?sequence=1&isAllowed=y
